No,Inglés ,Español ,Genero,Inventores,No. De inventore/Patente,Mujeres/Patente,Hombres/Patente,Register IMPI,Fecha de presentación ,TAE (Año),Estatus ,No. Inventores/Proyecto ,No. Hombres/Proyecto,No. Mujeres/Proyecto ,Número de ideas / Proyecto ,Aportación complementaria a sueldos y salarios / Proyecto,Servicios Externos y comerciales ,Servicios del IMPI,Monto total aprobado / Proyecto,N. de cesiones 
160.00,Speckle Noise Reduction for HFL Sensor ,Reducción de Ruido de Particulas para Sensor HFL,H,Paez Lopez Rafael ,1.00,0.00,1.00,MX/a/2021/000593,15/01/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
161.00,Interior Heat Dissipation ,Disipación de Calor Interior,H,Gonzalez Hernandez Isaac Moises ,4.00,0.00,4.00,MX/a/2021/000592,15/01/2021,2020,Otorgada ,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
161.00,Interior Heat Dissipation ,Disipación de Calor Interior,H,Lopez Ramirez Roberto Carlos ,4.00,0.00,4.00,MX/a/2021/000592,15/01/2021,2020,Otorgada ,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
161.00,Interior Heat Dissipation ,Disipación de Calor Interior,H,Campos Chavez Carlos Jesus ,4.00,0.00,4.00,MX/a/2021/000592,15/01/2021,2020,Otorgada ,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
161.00,Interior Heat Dissipation ,Disipación de Calor Interior,H,Leon Carmona Jesus Leonardo ,4.00,0.00,4.00,MX/a/2021/000592,15/01/2021,2020,Otorgada ,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
162.00,Safety Overtake (Pass) Function,Función de Rebase de Seguridad ,H,Lastire Olmedo Enrique Alan ,2.00,1.00,1.00,MX/a/2021/000619,15/01/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
162.00,Safety Overtake (Pass) Function,Función de Rebase de Seguridad ,M,Tlacuatl Sanchez Ariana ,2.00,1.00,1.00,MX/a/2021/000619,15/01/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
163.00,Tractor Sends Parts Wastage ,Envio de desgaste de Partes de Tractor ,H,Pineda Echeverria Jorge Jhamil ,1.00,0.00,1.00,MX/a/2021/000618,15/01/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
164.00,Tractor-Implements Universal Screen,Pantalla Universal para Implementos de Tractor ,H,Velazquez Aguirre José ,2.00,0.00,2.00,MX/a/2021/000594,15/01/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
164.00,Tractor-Implements Universal Screen,Pantalla Universal para Implementos de Tractor ,H,Rodriguez Apodaca Hermes Ivan ,2.00,0.00,2.00,MX/a/2021/000594,15/01/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
165.00,Correct Parking Sequence System ,Sistemas de Secuencia de Aparcamiento Correcto ,H,Farias Ruiz Luis Manuel ,3.00,0.00,3.00,MX/a/2021/000970,25/01/2021,2020,Otorgada ,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
165.00,Correct Parking Sequence System ,Sistemas de Secuencia de Aparcamiento Correcto ,H,Morales Rodriguez Irving ,3.00,0.00,3.00,MX/a/2021/000970,25/01/2021,2020,Otorgada ,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
165.00,Correct Parking Sequence System ,Sistemas de Secuencia de Aparcamiento Correcto ,H,Corona Franco Antonio de Jesús ,3.00,0.00,3.00,MX/a/2021/000970,25/01/2021,2020,Otorgada ,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
166.00,Maps Add-On Powered By Continental ,Complemento de Mapas de Navegación para Vehiculos ,H,Gutierrez Guerra José Alfredo ,1.00,0.00,1.00,MX/a/2021/000968,25/01/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
167.00,Finger-Trapped Door Preventive System ,Sistema Preventivo de Peurtas para evitar Accidentes en los Dedos de las Manos ,H,Quiroz de la Mora Luis Ernesto ,3.00,0.00,3.00,MX/a/2021/000967,25/01/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
167.00,Finger-Trapped Door Preventive System ,Sistema Preventivo de Peurtas para evitar Accidentes en los Dedos de las Manos ,H,Cortés Ramirez Mario Alberto ,3.00,0.00,3.00,MX/a/2021/000967,25/01/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
167.00,Finger-Trapped Door Preventive System ,Sistema Preventivo de Peurtas para evitar Accidentes en los Dedos de las Manos ,H,Almanza Huerta Luis Enrique ,3.00,0.00,3.00,MX/a/2021/000967,25/01/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
168.00,Facil and Code Recognition for Motorcycles ,Sistema de Reconocimiento Facial  y de Códgios para Motociclistas ,H,Hernandez Fernandez Luis Ramon ,1.00,0.00,1.00,MX/a/2021/001325,02/02/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
169.00,Baby Car Seat With Adjustable Temperature ,Sistema de Ajuste de Temperatura de Asiento para Bebé ,H,Zuñiga Arroyo Efren Miguel ,3.00,0.00,3.00,MX/a/2021/001327 ,02/02/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
169.00,Baby Car Seat With Adjustable Temperature ,Sistema de Ajuste de Temperatura de Asiento para Bebé ,H,Martinez Franco Ivan Joel,3.00,0.00,3.00,MX/a/2021/001327 ,02/02/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
169.00,Baby Car Seat With Adjustable Temperature ,Sistema de Ajuste de Temperatura de Asiento para Bebé ,H,Maxemin Aguilar Joaquin Ernesto ,3.00,0.00,3.00,MX/a/2021/001327 ,02/02/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
170.00,High Speed Minimum Distance Warning System ,Sistema de Alarma de Distancia Minima a Alta velocidad ,H,Sanchez Reynoso Marco Antonio ,2.00,0.00,2.00,MX/a/2021/001330,02/02/2021,2020,Otorgada ,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
170.00,High Speed Minimum Distance Warning System ,Sistema de Alarma de Distancia Minima a Alta velocidad ,H,Villa Loustaunau Enrique Raul ,2.00,0.00,2.00,MX/a/2021/001330,02/02/2021,2020,Otorgada ,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
171.00,Lost Objects Under Seats System,Sistema de Recueprar Objetos Eprdidos Bajo los Asientos ,H,Torres Rios Alfredo Itiel ,3.00,1.00,2.00,MX/a/2021/001329 ,02/02/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
171.00,Lost Objects Under Seats System,Sistema de Recueprar Objetos Eprdidos Bajo los Asientos ,H,Gonzalez Diaz Carlos Antonio,3.00,1.00,2.00,MX/a/2021/001329 ,02/02/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
171.00,Lost Objects Under Seats System,Sistema de Recueprar Objetos Eprdidos Bajo los Asientos ,M,Garcia Lopez Reyna Guadalupe ,3.00,1.00,2.00,MX/a/2021/001329 ,02/02/2021,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
172.00,Dynamic Adjustment of Car Parameters Through AI Predictive acoustic Environment Sensig ,Ajuste Dinamico de los Parametros del Automovil a Traves de la Acustica Predictiva de IA Detección Ambiental ,H,Juan Rafael del Rey Acuña ,2.00,0.00,2.00,MX/a/2021/015209,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
172.00,Dynamic Adjustment of Car Parameters Through AI Predictive acoustic Environment Sensig ,Ajuste Dinamico de los Parametros del Automovil a Traves de la Acustica Predictiva de IA Detección Ambiental ,H,Miguel Guillen Gonzalez ,2.00,0.00,2.00,MX/a/2021/015209,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
173.00,Air Bubbles Detection in Hydraulic Brake Fluid,Detección de Burbujas en Aire en Liquido de Frenos Hidraulicos ,H,Christian Salomon Alvarez Robles ,2.00,0.00,2.00,MX/a/2021/015257,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
173.00,Air Bubbles Detection in Hydraulic Brake Fluid,Detección de Burbujas en Aire en Liquido de Frenos Hidraulicos ,H,Isidro Santos Lechuga ,2.00,0.00,2.00,MX/a/2021/015257,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
174.00,Automatic Car Body Repair System ,Sistema Automatico de Reparación de Carrocerias ,H,Ivan Eduardo Rodriguez Gonzalez ,1.00,0.00,1.00,MX/a/2021/015282,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
175.00,Matrix to the World ,Asistencia de Realidad Auemntada para Sistema Global de Posicionamiento par aAutomovil ,H,Abelardo Navarro Castellanos ,1.00,0.00,1.00,MX/a/2021/015281,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
176.00,Robustness Hardware Inspection Design Method,Método de Diseño de Inspección de Hardware de Robustez ,H,Luis Francisco Ortiz Rosas ,7.00,2.00,5.00,MX/a/2021/015260,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
176.00,Robustness Hardware Inspection Design Method,Método de Diseño de Inspección de Hardware de Robustez ,H,Abdon Torres Ortega ,7.00,2.00,5.00,MX/a/2021/015260,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
176.00,Robustness Hardware Inspection Design Method,Método de Diseño de Inspección de Hardware de Robustez ,H,Paul  Mascallach Armijo ,7.00,2.00,5.00,MX/a/2021/015260,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
176.00,Robustness Hardware Inspection Design Method,Método de Diseño de Inspección de Hardware de Robustez ,M,Ana Alicia Heredia Espinosa ,7.00,2.00,5.00,MX/a/2021/015260,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
176.00,Robustness Hardware Inspection Design Method,Método de Diseño de Inspección de Hardware de Robustez ,H,Jorge Luis Urbina Martinez ,7.00,2.00,5.00,MX/a/2021/015260,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
176.00,Robustness Hardware Inspection Design Method,Método de Diseño de Inspección de Hardware de Robustez ,M,Liliana Araceli Gallardo Ramo ,7.00,2.00,5.00,MX/a/2021/015260,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
176.00,Robustness Hardware Inspection Design Method,Método de Diseño de Inspección de Hardware de Robustez ,H,Raul Cazares Dominguez ,7.00,2.00,5.00,MX/a/2021/015260,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
177.00,Doctor Onboard,Doctor a Bordo ,H,Luis Francisco Ortiz Rosas ,8.00,2.00,6.00,MX/a/2021/015261,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
177.00,Doctor Onboard,Doctor a Bordo ,H,Abdon Torres Ortega ,8.00,2.00,6.00,MX/a/2021/015261,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
177.00,Doctor Onboard,Doctor a Bordo ,H,Paul  Mascallach Armijo ,8.00,2.00,6.00,MX/a/2021/015261,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
177.00,Doctor Onboard,Doctor a Bordo ,M,Ana Alicia Heredia Espinosa ,8.00,2.00,6.00,MX/a/2021/015261,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
177.00,Doctor Onboard,Doctor a Bordo ,H,Jorge Luis Urbina Martinez ,8.00,2.00,6.00,MX/a/2021/015261,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
177.00,Doctor Onboard,Doctor a Bordo ,M,Liliana Araceli Gallardo Ramo ,8.00,2.00,6.00,MX/a/2021/015261,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
177.00,Doctor Onboard,Doctor a Bordo ,H,Raul Cazares Dominguez ,8.00,2.00,6.00,MX/a/2021/015261,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
177.00,Doctor Onboard,Doctor a Bordo ,H,Ricardo Ponce Casillas ,8.00,2.00,6.00,MX/a/2021/015261,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
178.00,Color Shifting Study Machine,Máquina de Estudio de Cambio de Color ,H,Ernesto Rivera Martin ,2.00,0.00,2.00,MX/a/2021/015204,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
178.00,Color Shifting Study Machine,Máquina de Estudio de Cambio de Color ,H,Ulises Mendoza de la Torre ,2.00,0.00,2.00,MX/a/2021/015204,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
179.00,Display Information to Other Drivers Via HUD,Mostrar Información a otros Condcutores a Través de una Pantalla de Visualización Frontal ,H,Arturo Alejo ,2.00,0.00,2.00,MX/a/2021/015280,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
179.00,Display Information to Other Drivers Via HUD,Mostrar Información a otros Condcutores a Través de una Pantalla de Visualización Frontal ,H,Jose Roberto Osuna Gonzalez ,2.00,0.00,2.00,MX/a/2021/015280,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
180.00,Portable and Interchangeable Snapping System ,Sistema de Enganche Portátil e Intercambiable ,H,Luis Enrique Almanza Huerta ,3.00,0.00,3.00,MX/a/2021/015206,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
180.00,Portable and Interchangeable Snapping System ,Sistema de Enganche Portátil e Intercambiable ,H,Luis Ernesto Quiroz de la Mora ,3.00,0.00,3.00,MX/a/2021/015206,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
180.00,Portable and Interchangeable Snapping System ,Sistema de Enganche Portátil e Intercambiable ,H,Mario Alberto Cortes Ramirez ,3.00,0.00,3.00,MX/a/2021/015206,09/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
181.00,Automated Activation of Cruise Control Based on Inattention Levels ,Activación Automatizada de Control de Velocidad Basada en Niveles de Iantención,H,Omar Rodrigo Muñoz Gómez ,3.00,0.00,3.00,MX/a/2021/015398,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
181.00,Automated Activation of Cruise Control Based on Inattention Levels ,Activación Automatizada de Control de Velocidad Basada en Niveles de Iantención,H,Jorge Alan Quintero Mellado ,3.00,0.00,3.00,MX/a/2021/015398,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
181.00,Automated Activation of Cruise Control Based on Inattention Levels ,Activación Automatizada de Control de Velocidad Basada en Niveles de Iantención,H,Pedro Alfonso Patlan Rosales ,3.00,0.00,3.00,MX/a/2021/015398,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
182.00,Front Cross-Traffic Speed Gauge ,Indicador de velocidad de Tráfico Cruzado Frontal ,H,Jesus Hector Yepiz Urbina ,2.00,0.00,2.00,MX/a/2021/015434,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
182.00,Front Cross-Traffic Speed Gauge ,Indicador de velocidad de Tráfico Cruzado Frontal ,H,Carlos Eduardo Martinez Rocha ,2.00,0.00,2.00,MX/a/2021/015434,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
183.00,Virtual Co-Pilot ,Cópiloto Virtual ,H,Juan Carlos Rivera Cruz ,1.00,0.00,1.00,MX/a/2021/015436,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
184.00,Mirror Traffic Signals ,Señales de ráfico Reflejadas ,H,Daniela Valle Rodriguez ,3.00,1.00,2.00,MX/a/2021/015396,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
184.00,Mirror Traffic Signals ,Señales de ráfico Reflejadas ,M,Florencio Navarro Hernandez ,3.00,1.00,2.00,MX/a/2021/015396,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
184.00,Mirror Traffic Signals ,Señales de ráfico Reflejadas ,H,Carlos Alejandro Burgoin Ceceña ,3.00,1.00,2.00,MX/a/2021/015396,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
185.00,Predictive Electronic Battery Level Indicator,Indicador de Nivel de Bateria Electrónico Predictivo ,H,Ariel Alejandro Zamora Castro ,2.00,0.00,2.00,MX/a/2021/015430,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
185.00,Predictive Electronic Battery Level Indicator,Indicador de Nivel de Bateria Electrónico Predictivo ,H,Hector Hugo Bermudez Ramos ,2.00,0.00,2.00,MX/a/2021/015430,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
186.00,3-in-1 Car Device,Dispositivo Automovilistico Tres en Uno ,H,Roberto Arriola Martinez,2.00,0.00,2.00,MX/a/2021/015431,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
186.00,3-in-1 Car Device,Dispositivo Automovilistico Tres en Uno ,H,Erick Rodolfo Rodriguez Diaz,2.00,0.00,2.00,MX/a/2021/015431,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
187.00,Fully Simplified and Compact HUD System ,Sistema HUD Completamente Simplificado y Compacto ,H,Marcelo Vaca Pereira Ghirghi,1.00,0.00,1.00,MX/a/2021/015435,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
188.00,Monitor Health in the Car ,Monitoreo de Salud en el Automovil ,M,Grisel Carolina Campos Gomez ,2.00,2.00,0.00,MX/a/2021/015437,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
188.00,Monitor Health in the Car ,Monitoreo de Salud en el Automovil ,M,Lorena Iliana Vivanco Castillo ,2.00,2.00,0.00,MX/a/2021/015437,10/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
189.00,Follow Up System Beween 2 Cars of the Same Size (Only Highway Situation) ,Sistema de Seguimiento Entre Automoviles ,H,Jose de Jesús Martinez Pulido,1.00,0.00,1.00,MX/a/2021/016132,17/12/2021,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
190.00,Semi-Autonomous Traffic Jam Assistance (SATA),Asistencia Semiautónoma en Congestionamientos de Tráfico ,H,Juan Enrique Guillerno Castro ,2.00,0.00,2.00,MX/a/2022/000757,18/01/2022,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
190.00,Semi-Autonomous Traffic Jam Assistance (SATA),Asistencia Semiautónoma en Congestionamientos de Tráfico ,H,José Franscisco Richardt Osuna ,2.00,0.00,2.00,MX/a/2022/000757,18/01/2022,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
191.00,Percent of Oxygen Inside the Vehicle ,Sistema Detector de Nivel de Oxigeno Dentro de Vehículos ,M,Marcela Orozco Michel ,2.00,1.00,1.00,MX/a/2022/001367,31/01/2022,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
191.00,Percent of Oxygen Inside the Vehicle ,Sistema Detector de Nivel de Oxigeno Dentro de Vehículos ,H,Arturo del Castilo Soto ,2.00,1.00,1.00,MX/a/2022/001367,31/01/2022,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
192.00,Automated Head rest Adjust System ,Sistema de Ajuste de Reposacabezas Automatizado ,H,Oscar Alonso de la Rosa Mata ,2.00,0.00,2.00,MX/a/2022/001368,31/01/2022,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
192.00,Automated Head rest Adjust System ,Sistema de Ajuste de Reposacabezas Automatizado ,H,Alan Gustavo López Segovia ,2.00,0.00,2.00,MX/a/2022/001368,31/01/2022,2021,En revisión,53.00,47.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",60.00
